station_num,station_name,latitude,longitude
607,신이문역 2번출구,37.60271072,127.0678635
608,전농삼성아파트,37.58131027,127.0553436
609,제기2교,37.58774567,127.037384
610,동대문중 교차로,37.57308578,127.0521622
612,시립동부병원 앞 사거리,37.57366562,127.0308151
613,신설동역 10번출구 앞,37.57527161,127.023468
614,용두동 사거리,37.57768631,127.0310135
615,용두동 래미안허브리츠아파트 앞,37.57638168,127.0351105
616,서울시립대 앞,37.58256149,127.0543671
617,청솔우성아파트 앞,37.57420349,127.0576935
621,동대문중학교 옆,37.57489014,127.0535355
622,전농사거리 교통섬,37.57779312,127.0578308
623,서울시립대 정문 앞,37.58369827,127.0538559
624,전농동 동아아파트 앞,37.57418823,127.0458908
625,답십리초등학교 앞 현대시장 옆 ,37.56819153,127.0571747
626,군자교 서측 녹지대,37.56115341,127.0709686
627,장안동삼거리 교통섬,37.57863235,127.071907
628,휘봉고등학교 앞,37.58681488,127.067543
630,동대문구 보건소,37.57485199,127.0403061
631,답십리역 1번출구,37.5681839,127.0512772
633,청량리 기업은행 앞,37.58040619,127.0448227
634,외국어대 정문 앞,37.59601974,127.0598297
635,시조사 앞  청량고정문 옆 ,37.58751678,127.0527725
636,세종대왕기념관 교차로,37.59090042,127.0425873
637,KAIST 경영대학 앞,37.59161377,127.0457916
638,서울시립대 정보기술관,37.58300781,127.0609741
639,서울시립대 후문,37.58519745,127.0609512
640,청량리역 2번 출구,37.58255005,127.0446014
641,용두역 4번출구,37.57375336,127.0385361
642,신답역 사거리,37.57035446,127.0484314
643,동대문구민체육센터  육교아래 ,37.56697083,127.074295
646,장한평역 1번출구  국민은행앞 ,37.56196594,127.0645065
647,신이문역 1번출구,37.60279846,127.0672684
648,장안동위더스빌옆,37.56669998,127.0624237
650,중랑교사거리,37.59153366,127.0677414
652,답십리 래미안엘파인아파트 입구,37.57653046,127.0659409
654,전농동 텃골공원,37.57762146,127.0521088
656,영휘원 교차로,37.58723831,127.0431366
657,동대문롯데캐슬아파트 앞,37.57551956,127.0487747
658,촬영소 사거리,37.57288361,127.0660477
659,제기역1번출구,37.57835007,127.0333862
660,동의보감타워,37.57799911,127.0376282
661,경희대학교 청운관,37.59460068,127.0519714
663,외대앞역 4번출구,37.59489059,127.0630264
664,서울시립대 건설공학관,37.58412933,127.0579376
665,이문동 쌍용아파트 정문,37.59960556,127.0686417
666,이문대성유니드아파트 앞,37.60362244,127.0708313
667,청량차도 육교 밑,37.58659363,127.0469971
668,서울축산농협 장안지점 ,37.56799698,127.068779
669,청계신한신휴플러스앞 삼거리,37.57214737,127.0446091
670,삼육서울병원 버스정류장,37.58968735,127.061409
671,대광빌딩,37.57734299,127.0233765
672,대광고등학교,37.57875061,127.024025
673,안암골벽산아파트 후문 ,37.58407974,127.0310364
674,고대앞사거리 교통섬,37.58655167,127.0331421
676,FITI시험연구원 앞,37.58143234,127.0354767
677,청량리역 4번 5번출구 사이,37.5801506,127.0457993
678,장안힐스테이트 아  앞,37.57655716,127.0743103
679,전농SK아파트 앞,37.57787704,127.0616837
680,꿈마루어린이도서관 앞,37.59238434,127.0574112
681,서울특별시 동부교육지원청 육교 ,37.5798378,127.0563736
700,KB국민은행 염창역 지점 앞,37.5468483,126.8727722
701,목동사거리 부근,37.53280258,126.8639298
702,목4동주민센터 옆,37.53254318,126.8687286
703,오목교역 7번출구 앞,37.52362823,126.8752441
704,남부법원검찰청 교차로,37.52325439,126.8649063
706,신정네거리역,37.5218811,126.8517532
708,서울출입국관리사무소 앞,37.51897049,126.8699646
709,신정3동 현장민원실 앞,37.51158524,126.8415604
